ApplStandard,MEPSComp,N-Standard,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,AnnualOutputEER,AnnualOutputCOP,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,ExpDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,EER,Variable Output Compressor,Type variable output,Var output compressor,Rated cooling power input kW,Rated heating power input kW,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Carrier,0.44,Non Ducted,Single Split System,Wall Hung,Air,,China,0.68,2.16,2.6,,0,0,0,,0,0,Calorimeter Room,3.8594,0,TRUE,64.3,3,0,4.557093426,0,3.802983524,0,3.106,0,3,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",25/11/21,Approved,Cooling Only,,Class 3,FALSE,FALSE,,,,3.8594,TRUE,Variable output compressor,Inverter,0.68,0,3.7674,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Carrier,1.27,Non Ducted,Single Split System,Wall Hung,Air,,China,1.5,3.83,5.1,,0,0,0,,0,0,Calorimeter Room,3.4766,0,TRUE,64.4,4,0,4.531083481,0,3.445106406,0,2.3902,0,2,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",30/11/21,Approved,Cooling Only,,Class 4,FALSE,FALSE,,,,3.4766,TRUE,Variable output compressor,Inverter,1.5,0,3.3696,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Rinnai,1.5,Ducted,Single Split System,,Air,Air,China,2.07,5.6,7.1,720,0,0,0,248,2.38,8.2,Calorimeter Room,3.4245,3.4494,TRUE,0,10,10,0,0,3.369368511,3.401191658,0,0,0,0,Calorimeter Room,Single,R410A,Australia,15/2/22,Approved,Reverse Cycle,1100,Class 6,TRUE,,TRUE,TRUE,TRUE,3.4245,TRUE,Variable output compressor,Inverter,2.07,2.38,3.3748,3.3971
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Carrier,1.43,Non Ducted,Single Split System,Wall Hung,Air,,China,1.9,4.97,6.4,,0,0,0,,0,0,Calorimeter Room,3.3822,0,TRUE,59.5,5,0,4.593437946,0,3.352096375,0,2.2042,0,2,0,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",23/11/21,Approved,Cooling Only,,Class 4,FALSE,FALSE,,,,3.3822,TRUE,Variable output compressor,Inverter,1.9,0,3.3387,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,Panasonic,0.41,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.4,4.79,5.2,,0,0,0,,1.31,5.6,Calorimeter Room,3.5972,4.1971,TRUE,0,8.1936,8.0481,0,0,3.527870814,4.110648958,,,,,Calorimeter Room,Single,R410A,"Australia,New Zealand",25/11/21,Approved,Reverse Cycle,,Class 9,FALSE,TRUE,,,,3.5972,TRUE,Variable output compressor,Inverter,1.4,1.31,3.6422,4.1878
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MDV,2.12,Non Ducted,Single Split System,Cassette,Air,Air,China,3.79,10.38,12.5,840,0,0,0,287,3.85,13,Calorimeter Room,3.3374,3.5196,TRUE,0,10,10,0,0,3.307105645,3.490329248,2.1142,2.4807,2,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",30/11/21,Approved,Reverse Cycle,840,Class 5,TRUE,,TRUE,TRUE,TRUE,3.3374,TRUE,"Variable output compressor,",Inverter,3.79,3.85,3.269,3.3472
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MDV,2.15,Ducted,Single Split System,,Air,Air,China,3.05,7.85,10,720,0,0,0,248,3.18,10.5,Calorimeter Room,3.2682,3.4885,TRUE,0,10,10,0,0,3.232038771,3.450288605,1.9641,2.4006,1.5,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",25/11/21,Approved,Reverse Cycle,1100,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2682,TRUE,"Variable output compressor,",Inverter,3.05,3.18,3.2428,3.2672
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,Panasonic,0.51,Non Ducted,Multiple split - Fixed head,,Air,Air,Malaysia,1.2,4.69,5.2,,0,0,0,,1.5,6.8,Calorimeter Room,4.276,4.456,TRUE,0,12.4191,12.325,0,0,4.129269663,4.334735671,,,,,Calorimeter Room,Single,R410A,"Australia,New Zealand",30/11/21,Approved,Reverse Cycle,,Class 9,FALSE,TRUE,,,,4.276,TRUE,Variable output compressor,Inverter,1.2,1.5,4.1869,4.4108
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Rinnai,2.13,Ducted,Single Split System,,Air,Air,China,3.02,7.77,9.9,720,0,0,0,248,3.05,10.6,Calorimeter Room,3.2682,3.4885,TRUE,0,10,10,0,0,3.232038771,3.450288605,0,0,0,0,Calorimeter Room,Single,R410A,Australia,17/2/22,Approved,Reverse Cycle,1110,Class 6,TRUE,,TRUE,TRUE,TRUE,3.2682,TRUE,Variable output compressor,Inverter,3.02,3.05,3.2419,3.4373
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MDV,2.05,Ducted,Single Split System,,Air,Air,China,3.79,10.45,12.5,625,0,0,0,380,3.79,13.5,Calorimeter Room,3.3319,3.7357,TRUE,0,10,10,0,0,3.302635675,3.703295011,2.1053,2.9066,2,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",30/11/21,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3319,TRUE,"Variable output compressor,",Inverter,3.79,3.79,3.269,3.5305
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.35,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.15,12.5,,2.647933344,16.208,6.121,,3.9,14,Enthalpy Test Room,3.3292,3.8832,TRUE,0,30.34,30.19,0,0,3.240441879,3.780192582,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",9/12/21,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.3292,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3761,3.4982
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.35,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.15,12.5,,2.647933344,16.208,6.121,,3.9,14,Enthalpy Test Room,3.3292,3.8832,TRUE,0,30.34,30.19,0,0,3.240441879,3.780192582,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",9/12/21,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.3292,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3761,3.4982
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.35,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.15,12.5,,2.647933344,16.208,6.121,,3.9,14,Enthalpy Test Room,3.3292,3.8832,TRUE,0,30.34,30.19,0,0,3.240441879,3.780192582,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",9/12/21,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.3292,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3761,3.4982
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MITSUBISHI HEAVY INDUSTRIES,3.35,Ducted,Single Split System,,Air,Air,Thailand,3.6,9.15,12.5,,2.647933344,16.208,6.121,,3.9,14,Enthalpy Test Room,3.3292,3.8832,TRUE,0,30.34,30.19,0,0,3.240441879,3.780192582,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",9/12/21,Approved,Reverse Cycle,,Class 7,FALSE,FALSE,,,,3.3292,TRUE,Variable output compressor,Inverter,3.6,3.9,3.3761,3.4982
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,MITSUBISHI HEAVY INDUSTRIES,2.79,Non Ducted,Single Split System,Cassette,Air,Air,Thailand,3.63,9.71,12.5,,2.440729483,15.257,6.251,,3.58,14,Calorimeter Room,3.583,4.0433,TRUE,0,29.4,36.75,0,0,3.490718551,3.912677788,2.4814,3.3254,2,3,Calorimeter Room,Three,R410A,"Australia,Fiji,New Zealand",1/12/21,Approved,Reverse Cycle,,Class 5,FALSE,FALSE,,,,3.583,TRUE,Variable output compressor,Inverter,3.63,3.58,3.3518,3.7795
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Rinnai,1.98,Ducted,Single Split System,,Air,Air,China,3.82,10.72,12.7,1200,0,0,0,380,3.86,14.4,Calorimeter Room,3.3319,3.7357,TRUE,0,10,10,0,0,3.302635675,3.703295011,0,0,0,0,Calorimeter Room,Single,R410A,Australia,23/1/22,Approved,Reverse Cycle,625,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3319,TRUE,Variable output compressor,Inverter,3.82,3.86,3.2954,3.6982
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Rinnai,2.23,Ducted,Single Split System,,Air,Air,China,4.15,11.97,14.2,625,0,0,0,380,4.43,17.3,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,0,0,0,0,Calorimeter Room,Single,R410A,Australia,6/4/22,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,Variable output compressor,Inverter,4.15,4.43,3.394,3.8756
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Rinnai,2.26,Ducted,Single Split System,,Air,Air,China,4.88,14.41,16.67,858,0,0,0,440,4.42,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,0,0,0,0,Calorimeter Room,Single,R410A,Australia,17/2/22,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,Variable output compressor,Inverter,4.88,4.42,3.3925,3.9292
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MDV,2.2,Ducted,Single Split System,,Air,Air,China,4.25,11.8,14,625,0,0,0,380,4.3,16.8,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,2.2925,3.2426,2,3,Calorimeter Room,Single,R410A,"Australia,New Zealand",1/12/21,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,Variable output compressor,Inverter,4.25,4.3,3.2681,3.8765
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MDV,2.61,Ducted,Single Split System,,Air,Air,China,5,14.39,17,858,0,0,0,440,4.6,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,2.2776,3.379,2,3,Calorimeter Room,Single,R410A,"Australia,New Zealand",9/12/21,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,Variable output compressor,Inverter,5,4.6,3.3772,3.7766
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,LENNOX,2.68,Ducted,Single Split System,,Air,,United States of America,4.37,14.27,16.95,,0,0,0,,0,0,Calorimeter Room,3.7684,0,FALSE,0,53.1,0,0,0,3.621861454,0,0,0,0,0,Calorimeter Room,Three,R410A,"Australia,New Zealand",16/12/21,Approved,Cooling Only,,Class 7,FALSE,FALSE,,,,3.7684,,,,4.37,0,3.7257,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YORK,1.4,Ducted,Single Split System,,Air,Air,China,2.12,5.6,7,720,0,0,0,248,2.4,8,Calorimeter Room,3.4245,3.4494,TRUE,0,10,10,0,0,3.369368511,3.401191658,2.2387,2.3024,2,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",9/12/21,Approved,Reverse Cycle,1100,Class 6,TRUE,,TRUE,TRUE,TRUE,3.4245,TRUE,Variable output compressor,Inverter,2.12,2.4,3.2501,3.287
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YORK,2.15,Ducted,Single Split System,,Air,Air,China,3.03,7.85,10,720,0,0,0,248,3.03,10,Calorimeter Room,3.2682,3.4885,TRUE,0,10,10,0,0,3.232038771,3.450288605,1.9641,2.4006,1.5,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",5/12/21,Approved,Reverse Cycle,1100,Class 7,TRUE,,TRUE,TRUE,TRUE,3.2682,TRUE,Variable output compressor,Inverter,3.03,3.03,3.2639,3.2639
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YORK,2.05,Ducted,Single Split System,,Air,Air,China,3.79,10.45,12.5,625,0,0,0,380,3.94,14,Calorimeter Room,3.3319,3.7357,TRUE,0,10,10,0,0,3.302635675,3.703295011,2.1053,2.9066,2,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",9/12/21,Approved,Reverse Cycle,1100,Class 7,TRUE,,TRUE,TRUE,TRUE,3.3319,TRUE,Variable output compressor,Inverter,3.79,3.94,3.269,3.5231
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YORK,2.2,Ducted,Single Split System,,Air,Air,China,4.24,11.8,14,625,0,0,0,380,4.5,16.8,Calorimeter Room,3.4239,3.9008,TRUE,0,10,10,0,0,3.396239954,3.871278694,2.2925,3.2426,2,3,Calorimeter Room,Single,R410A,"Australia,New Zealand",5/12/21,Approved,Reverse Cycle,1200,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4239,TRUE,Variable output compressor,Inverter,4.24,4.5,3.2758,3.7055
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YORK,2.61,Ducted,Single Split System,,Air,Air,China,5,14.39,17,858,0,0,0,440,4.6,17.5,Calorimeter Room,3.4122,3.9697,TRUE,0,10,10,0,0,3.388789457,3.939516491,2.2776,3.379,2,3,Calorimeter Room,Single,R410A,"Australia,New Zealand",9/12/21,Approved,Reverse Cycle,1400,Class 7,TRUE,,TRUE,TRUE,TRUE,3.4122,TRUE,Variable output compressor,Inverter,5,4.6,3.3772,3.7766
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,YORK,0.9,Ducted,Single Split System,,Air,Air,China,1.52,4.1,5,600,0,0,0,210,2,6.5,Calorimeter Room,3.3431,3.3646,TRUE,0,10,10,0,0,3.26583664,3.305058121,2.0317,2.1101,2,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",6/12/21,Approved,Reverse Cycle,880,Class 6,TRUE,,TRUE,TRUE,TRUE,3.3431,TRUE,Variable output compressor,Inverter,1.52,2,3.2179,3.196
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MDV,0.9,Ducted,Single Split System,,Air,Air,China,1.5,4.1,5,600,0,0,0,210,1.8,6,Calorimeter Room,3.3431,3.3646,TRUE,0,10,10,0,0,3.26583664,3.305058121,2.0317,2.1101,2,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",6/12/21,Approved,Reverse Cycle,880,Class 6,TRUE,,TRUE,TRUE,TRUE,3.3431,TRUE,Variable output compressor,Inverter,1.5,1.8,3.2599,3.2719
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,MDV,1.4,Ducted,Single Split System,,Air,Air,China,2.12,5.6,7,720,0,0,0,248,2.4,8,Calorimeter Room,3.4245,3.4494,TRUE,0,10,10,0,0,3.369368511,3.401191658,2.2387,2.3024,2,2,Calorimeter Room,Single,R410A,"Australia,New Zealand",6/12/21,Approved,Reverse Cycle,1100,Class 6,TRUE,,TRUE,TRUE,TRUE,3.4245,TRUE,Variable output compressor,Inverter,2.12,2.4,3.2501,3.287
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,PANASONIC,3.31,Ducted,Single Split System,,Air,Air,Malaysia,5.18,12.69,16,700,0,0,0,430,5.11,18,Enthalpy Test Room,3.0734,3.3846,TRUE,61.59,38.305,35.084,3.724489796,0,2.996843997,3.306991877,0,0,0,0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",8/12/21,Approved,Reverse Cycle,1100,Class 7,TRUE,,TRUE,TRUE,TRUE,3.0734,TRUE,Variable output compressor,Inverter,5.18,5.11,3.0135,3.4426
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,GREE,0.05,Ducted,Multiple split - VRF,,Air,Air,China,6.6,22.35,22.4,,0,0,0,,6.9,25,Enthalpy Test Room,3.5303,3.5241,TRUE,0,96.29,88.08,0,0,3.355418633,3.379876142,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",16/12/21,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,,,,3.5303,TRUE,Variable output compressor,Inverter,6.6,6.9,3.2344,3.4733
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,GREE,0.02,Ducted,Multiple split - VRF,,Air,Air,China,8.65,27.98,28,,0,0,0,,9.3,31.5,Enthalpy Test Room,3.2953,3.712,TRUE,0,91.23,83.59,0,0,3.176365258,3.59060807,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",16/12/21,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,,,,3.2953,TRUE,Variable output compressor,Inverter,8.65,9.3,3.1256,3.2872
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,GREE,0.44,Ducted,Multiple split - VRF,,Air,Air,China,10.41,33.06,33.5,,0,0,0,,10.46,37.5,Enthalpy Test Room,3.4241,3.8095,TRUE,0,104.29,96.08,0,0,3.304092629,3.691993304,,,,,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",14/12/21,Approved,Reverse Cycle,,Class 11,FALSE,FALSE,,,,3.4241,TRUE,Variable output compressor,Inverter,10.41,10.46,3.1127,3.4771
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Brivis,0.08,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.67,2.42,2.5,112,0,0,0,183,0.68,2.6,Calorimeter Room,4.148,4.4521,TRUE,0,1,1,0,0,4.125295126,4.428620507,3.7506,4.3572,3.5,4,Calorimeter Room,Single,R410A,Australia,16/1/22,Approved,Reverse Cycle,800,Class 3,TRUE,,TRUE,TRUE,TRUE,4.148,TRUE,Variable output compressor,Inverter,0.67,0.68,3.7126,3.8046
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Brivis,0.05,Non Ducted,Single Split System,Wall Hung,Air,Air,China,0.84,3.15,3.2,280,0,0,0,200,0.84,3.2,Calorimeter Room,3.779,3.6994,TRUE,0,1,1,0,0,3.76392192,3.685022686,3.0278,2.87,3,2.5,Calorimeter Room,Single,R410A,Australia,11/8/22,Approved,Reverse Cycle,898,Class 3,TRUE,,TRUE,TRUE,TRUE,3.779,TRUE,Variable output compressor,Inverter,0.84,0.84,3.7943,3.7943
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Brivis,0.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,1.48,4.6,5,313,0,0,0,202,1.54,5.2,Calorimeter Room,3.4299,3.9958,TRUE,0,1,1,0,0,3.421592392,3.986276522,2.3432,3.4726,2,3,Calorimeter Room,Single,R410A,Australia,13/1/22,Approved,Reverse Cycle,1033,Class 4,TRUE,,TRUE,TRUE,TRUE,3.4299,TRUE,Variable output compressor,Inverter,1.48,1.54,3.3707,3.3692
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Brivis,1,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.05,6,7,340,0,0,0,260,2.1,7.5,Calorimeter Room,3.3808,3.4192,TRUE,0,1,1,0,0,3.375107653,3.41387862,2.2502,2.3278,2,2,Calorimeter Room,Single,R410A,Australia,18/4/23,Approved,Reverse Cycle,1186,Class 4,TRUE,,TRUE,TRUE,TRUE,3.3808,TRUE,Variable output compressor,Inverter,2.05,2.1,3.409,3.5657
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,Brivis,1.4,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.35,6.4,7.8,313,0,0,0,202,2.4,8,Calorimeter Room,3.4338,3.4446,TRUE,0,1,1,0,0,3.428563669,3.439337422,2.3571,2.3787,2,2,Calorimeter Room,Single,R410A,Australia,18/4/23,Approved,Reverse Cycle,1033,Class 4,TRUE,,TRUE,TRUE,TRUE,3.4338,TRUE,Variable output compressor,Inverter,2.35,2.4,3.3144,3.3286
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,1.75,Ducted,Single Split System,,Air,,"China,Australia",3.2,8.46,10.21,823,0,0,0,678,0,0,Calorimeter Room,3.1803,0,TRUE,0,10,0,0,0,3.147153267,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,11/1/22,Approved,Cooling Only,540,Class 7,FALSE,FALSE,,,,3.1803,TRUE,Variable output compressor,Inverter,3.2,0,3.1573,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,1.75,Ducted,Single Split System,,Air,,"China,Australia",3.2,8.46,10.21,823,0,0,0,678,0,0,Calorimeter Room,3.1803,0,TRUE,0,10,0,0,0,3.147153267,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,11/1/22,Approved,Cooling Only,540,Class 7,FALSE,FALSE,,,,3.1803,TRUE,Variable output compressor,Inverter,3.2,0,3.1573,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,2.35,Ducted,Single Split System,,Air,,"China,Australia",4.08,10.72,13.07,823,0,0,0,678,0,0,Calorimeter Room,3.2042,0,TRUE,0,10,0,0,0,3.17788368,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,23/1/22,Approved,Cooling Only,540,Class 7,FALSE,FALSE,,,,3.2042,TRUE,Variable output compressor,Inverter,4.08,0,3.1771,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,2.35,Ducted,Single Split System,,Air,,"China,Australia",4.08,10.72,13.07,823,0,0,0,678,0,0,Calorimeter Room,3.2042,0,TRUE,0,10,0,0,0,3.17788368,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,23/1/22,Approved,Cooling Only,540,Class 7,FALSE,FALSE,,,,3.2042,TRUE,Variable output compressor,Inverter,4.08,0,3.1771,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,2.72,Ducted,Single Split System,,Air,,"China,Australia",5.18,13.52,16.24,777,0,0,0,549,0,0,Calorimeter Room,3.137,0,TRUE,0,10,0,0,0,3.116603976,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,11/1/22,Approved,Cooling Only,811,Class 7,FALSE,FALSE,,,,3.137,TRUE,Variable output compressor,Inverter,5.18,0,3.1148,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,2.72,Ducted,Single Split System,,Air,,"China,Australia",5.18,13.52,16.24,777,0,0,0,549,0,0,Calorimeter Room,3.137,0,TRUE,0,10,0,0,0,3.116603976,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,11/1/22,Approved,Cooling Only,811,Class 7,FALSE,FALSE,,,,3.137,TRUE,Variable output compressor,Inverter,5.18,0,3.1148,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,3.04,Ducted,Single Split System,,Air,,"China,Australia",4.67,11.8,14.84,823,0,0,0,678,0,0,Calorimeter Room,3.1799,0,TRUE,0,10,0,0,0,3.157021982,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,11/1/22,Approved,Cooling Only,540,Class 7,FALSE,FALSE,,,,3.1799,TRUE,Variable output compressor,Inverter,4.67,0,3.1549,0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,Brivis,3.04,Ducted,Single Split System,,Air,,"China,Australia",4.67,11.8,14.84,823,0,0,0,678,0,0,Calorimeter Room,3.1799,0,TRUE,0,10,0,0,0,3.157021982,0,0,0,0,0,Calorimeter Room,Single,R410A,Australia,11/1/22,Approved,Cooling Only,540,Class 7,FALSE,FALSE,,,,3.1799,TRUE,Variable output compressor,Inverter,4.67,0,3.1549,0
